"","IMB1"
"1",1.00440490056543
"2",0.80669414561362
"3",0.52630420997427
"4",0.715895953898828
"5",1.76062236879559
"6",0.553339562141652
"7",1.09608309294738
"8",0.83281520548152
"9",0.819779831493311
"10",7.8991534833431
"11",0.819779831493311
"12",7.8991534833431
"13",0.819779831493311
"14",7.8991534833431
