"","ITP1"
"1",2.54206670108737
"2",2.60923223665679
"3",2.71042704796068
"4",2.70087172180471
"5",3.00032195519426
"6",3.14133343143762
"7",2.97902486327914
"8",2.85189171959796
"9",3.23136227630697
"10",3.32468759632165
"11",2.97073982782314
"12",0.557358189164849
