"","IMB3"
"1",0.420022333799041
"2",-0.657901103374694
"3",1.02356941257027
"4",0.697476388024692
"5",1.27367006043649
"6",1.46902601191204
"7",1.748793196228
"8",1.42052172355232
"9",-1.79722962809135
