"","ITP2"
"1",3.25340039698277
"2",3.09079307318422
"3",3.33635896172822
"4",2.55186921253885
"5",2.75869601669589
"6",2.58082261077051
"7",2.97467813030372
"8",3.18237908867576
"9",3.40018142790688
"10",2.98984582655236
"11",3.12248358613667
"12",2.88699851806415
"13",2.17942938053798
"14",2.82422089800478
