"","MAC3"
"1",4.43438186500781
"2",3.95508249488859
"3",2.61739583283408
"4",2.2082744135228
"5",2.11625551480255
"6",2.17475172148416
"7",2.14006616349627
"8",2.06686275947298
"9",2.14006616349627
"10",1.91692261218206
"11",1.84054963339749
"12",0.405465108108164
"13",1.45861502269952
"14",1.50407739677627
