"","IMB3"
"1",0.424495541914841
"2",-0.647311853816458
"3",1.05069119674597
"4",0.709928581878981
"5",1.316034437261
"6",1.52577343740525
"7",1.83002138955302
"8",1.47349240818558
"9",-1.72101213770658
