"","IMB1"
"1",0.979601119628272
"2",0.790641805120876
"3",0.519439652840383
"4",0.703234795883652
"5",1.68535239765964
"6",0.545755053150558
"7",1.06658938352722
"8",0.815713868606772
"9",0.803206075734627
"10",6.52582892157902
"11",0.803206075734627
"12",6.52582892157902
"13",0.803206075734627
"14",6.52582892157902
