"","ITP2"
"1",3.55074089334154
"2",3.357480227988
"3",3.65006221955222
"4",2.72999497680375
"5",2.96848748192358
"6",2.76321050894615
"7",3.22061031976186
"8",3.46610146097519
"9",3.72681015286401
"10",3.23843606985098
"11",3.39499854182542
"12",3.11787556723198
"13",2.30757661459667
"14",3.04464147825687
