"","ITP2"
"1",0.194712800583252
"2",0.0769295591590946
"3",0.686880586409718
"4",-0.246750003989884
"5",-0.291838699268068
"6",-0.498646754847124
"7",-0.681732575744691
"8",-0.170580750590935
"9",0.497388346575465
"10",0.288435288713178
"11",0.590567239962191
"12",0.285826101202169
"13",0.0622712653545299
"14",0.275263024322197
