"","MAC3"
"1",0.625991905372537
"2",7.33171496972647
"3",0.343022167484946
"4",0.388047634071095
"5",0.36651635796959
"6",0.300697009529276
"7",-0.110596421342027
"8",6.75576892198425
"9",-0.102365006678028
"10",0.0829615207143473
"11",0.180236050302933
"12",0.51414012473382
"13",0.100659483099177
"14",0.0943096794707413
