"","MAC2"
"1",3.75907623743678
"2",-0.354040368946051
"3",0.176542781234843
"4",-0.231471527428231
"5",-0.163853185175314
"6",-0.0507069375992075
"7",-0.222076192267852
"8",-0.410026250595691
"9",-0.408262877909802
