"","ITP2"
"1",0.190970232092433
"2",0.0763407670209232
"3",0.641788376353607
"4",-0.25293996517317
"5",-0.300523834052366
"6",-0.5243592255589
"7",-0.730394792586945
"8",-0.173523904157235
"9",0.473449170805773
"10",0.280273492032505
"11",0.557023812248491
"12",0.27780991900402
"13",0.0618850991054826
"14",0.267823202299251
